Datetime,Dividends,Stock Splits
2022-12-08 09:30:00,0.0,0.0
2022-12-08 09:31:00,0.0,0.0
2022-12-08 09:32:00,0.0,0.0
2022-12-08 09:33:00,0.0,0.0
2022-12-08 09:34:00,0.0,0.0
2022-12-08 09:35:00,0.0,0.0
2022-12-08 09:36:00,0.0,0.0
2022-12-08 09:37:00,0.0,0.0
2022-12-08 09:38:00,0.0,0.0
2022-12-08 09:39:00,0.0,0.0
2022-12-08 09:40:00,0.0,0.0
2022-12-08 09:41:00,0.0,0.0
2022-12-08 09:42:00,0.0,0.0
2022-12-08 09:43:00,0.0,0.0
2022-12-08 09:44:00,0.0,0.0
2022-12-08 09:45:00,0.0,0.0
2022-12-08 09:46:00,0.0,0.0
2022-12-08 09:47:00,0.0,0.0
2022-12-08 09:48:00,0.0,0.0
2022-12-08 09:49:00,0.0,0.0
2022-12-08 09:50:00,0.0,0.0
2022-12-08 09:51:00,0.0,0.0
2022-12-08 09:52:00,0.0,0.0
2022-12-08 09:53:00,0.0,0.0
2022-12-08 09:54:00,0.0,0.0
2022-12-08 09:55:00,0.0,0.0
2022-12-08 09:56:00,0.0,0.0
2022-12-08 09:57:00,0.0,0.0
2022-12-08 09:58:00,0.0,0.0
2022-12-08 09:59:00,0.0,0.0
2022-12-08 10:00:00,0.0,0.0
2022-12-08 10:01:00,0.0,0.0
2022-12-08 10:02:00,0.0,0.0
2022-12-08 10:03:00,0.0,0.0
2022-12-08 10:04:00,0.0,0.0
2022-12-08 10:05:00,0.0,0.0
2022-12-08 10:06:00,0.0,0.0
2022-12-08 10:07:00,0.0,0.0
2022-12-08 10:08:00,0.0,0.0
2022-12-08 10:09:00,0.0,0.0
2022-12-08 10:10:00,,
2022-12-08 10:11:00,0.0,0.0
2022-12-08 10:12:00,0.0,0.0
2022-12-08 10:13:00,0.0,0.0
2022-12-08 10:14:00,0.0,0.0
2022-12-08 10:15:00,0.0,0.0
2022-12-08 10:16:00,0.0,0.0
2022-12-08 10:17:00,0.0,0.0
2022-12-08 10:18:00,0.0,0.0
2022-12-08 10:19:00,0.0,0.0
2022-12-08 10:20:00,0.0,0.0
